session_id,timestamp,traffic_source,campaign_id,device_type,landing_page_variant,geo_region,returning_visitor,session_duration_sec,scroll_depth_pct,num_clicks,sections_viewed,time_to_first_scroll_sec,form_started,form_field_interactions,converted,appointment_set,appointment_overall,log_duration,log_clicks,log_time_to_first_scroll,session_date,intent_score,intent_tier
s_273615,2026-02-20 03:36:21,google,g_camp_0012,mobile,B,Northeast,1,61.1,41.1,4,5,6.44,0,0,0,,0,4.128745988939433,1.6094379124341003,2.0068708488450007,2026-02-20,0.03169236397925748,Medium
s_602845,2026-03-19 02:13:15,facebook,fb_camp_0001,mobile,A,South,0,19.8,20.8,0,4,3.61,0,0,0,,0,3.0349529867072724,0.0,1.5282278570085572,2026-03-19,0.003030084815356647,Low
s_540399,2026-03-08 06:16:40,facebook,fb_camp_0003,desktop,A,West,1,19.2,45.2,2,3,9.86,0,0,0,,0,3.005682604407159,1.0986122886681096,2.3850863145057892,2026-03-08,0.007193364964386997,Low
s_986485,2026-02-12 00:39:12,facebook,fb_camp_0001,mobile,B,West,0,57.8,15.4,3,3,3.57,0,0,0,,0,4.074141854904581,1.3862943611198906,1.5195132049061133,2026-02-12,0.008846196471281147,Low
s_327143,2026-03-20 00:18:36,google,g_camp_0012,mobile,B,Midwest,1,46.9,48.2,3,1,3.24,0,0,0,,0,3.8691155044168695,1.3862943611198906,1.4445632692438664,2026-03-20,0.009716933767856335,Low
s_245807,2026-02-22 14:03:56,facebook,fb_camp_0001,mobile,B,West,0,32.9,0.0,2,3,1.75,0,0,0,,0,3.5234150143864045,1.0986122886681096,1.0116009116784799,2026-02-22,0.004527266563994046,Low
s_891247,2026-02-20 06:39:44,google,g_camp_0012,mobile,B,Northeast,0,27.2,12.1,2,2,7.89,0,0,0,,0,3.339321977944068,1.0986122886681096,2.1849270495258133,2026-02-20,0.002723238254590519,Low
s_633296,2026-03-19 08:26:13,google,g_camp_0012,mobile,A,South,0,32.1,21.8,4,2,7.9,0,0,0,,0,3.4995332823830174,1.6094379124341003,2.186051276738094,2026-03-19,0.0054828196686876355,Low
s_846701,2026-03-04 11:33:33,google,g_camp_0011,mobile,B,Midwest,0,68.7,72.7,4,3,2.85,0,0,0,,0,4.244200317766478,1.6094379124341003,1.3480731482996928,2026-03-04,0.04960554188623735,Medium
s_629498,2026-03-15 05:25:42,facebook,fb_camp_0001,desktop,B,South,1,89.2,79.1,10,5,3.57,0,0,0,,0,4.502029427068578,2.3978952727983707,1.5195132049061133,2026-03-15,0.19126393317578855,High
s_152974,2026-03-17 09:33:44,google,g_camp_0011,mobile,A,West,0,83.9,34.8,6,5,2.7,0,0,0,,0,4.441474093317302,1.9459101490553132,1.308332819650179,2026-03-17,0.05000858135474319,Medium
s_296020,2026-03-25 13:33:51,google,g_camp_0011,mobile,B,Midwest,0,23.0,92.1,4,5,3.59,1,3,0,,0,3.1780538303479458,1.6094379124341003,1.5238800240724537,2026-03-25,0.09730433559943293,High
s_200858,2026-02-06 21:05:43,facebook,fb_camp_0001,mobile,A,West,0,30.1,23.4,1,1,4.12,0,0,0,,0,3.4372078191851885,0.6931471805599453,1.6331544390514163,2026-02-06,0.0021603011698369395,Low
s_352569,2026-02-26 04:58:02,google,g_camp_0012,desktop,A,Midwest,0,210.2,58.0,9,6,5.19,0,0,0,,0,5.352805551832106,2.302585092994046,1.8229350866965048,2026-02-26,0.16577347846309082,High
s_680973,2026-02-25 21:02:02,facebook,fb_camp_0002,mobile,B,Northeast,0,4.0,25.8,3,0,6.06,0,0,0,,0,1.6094379124341003,1.3862943611198906,1.9544450515051506,2026-02-25,0.0015171334020029586,Low
s_320584,2026-02-05 02:33:23,google,g_camp_0011,desktop,B,West,0,56.7,40.5,8,6,1.88,1,4,0,,0,4.055257173514054,2.1972245773362196,1.0577902941478545,2026-02-05,0.09262346740867865,High
s_996605,2026-02-28 06:21:12,facebook,fb_camp_0003,desktop,B,South,0,102.4,70.1,4,5,5.15,0,0,0,,0,4.638604962074329,1.6094379124341003,1.8164520818184267,2026-02-28,0.08203266890510892,High
s_227842,2026-02-07 22:37:32,facebook,fb_camp_0001,mobile,B,South,0,9.0,18.0,1,4,5.69,0,0,0,,0,2.302585092994046,0.6931471805599453,1.900613874140137,2026-02-07,0.003356211488871944,Low
s_741488,2026-03-11 06:27:06,facebook,fb_camp_0002,desktop,A,South,0,5.5,11.2,0,0,12.12,0,0,0,,0,1.8718021769015913,0.0,2.574137783515943,2026-03-11,0.0002803569041686258,Low
s_521002,2026-02-22 17:44:01,google,g_camp_0011,mobile,B,South,1,25.2,61.9,6,3,7.93,0,0,0,,0,3.265759410767051,1.9459101490553132,2.189416394888408,2026-02-22,0.024660191655650834,Medium
s_470089,2026-02-15 11:20:24,facebook,fb_camp_0003,desktop,A,West,1,344.4,54.2,3,5,2.93,0,0,0,,0,5.844703165712578,1.3862943611198906,1.3686394258811698,2026-02-15,0.07783330816642879,High
s_210453,2026-02-18 02:38:29,google,g_camp_0013,mobile,B,South,0,38.8,42.8,2,1,5.25,0,0,0,,0,3.6838669122903918,1.0986122886681096,1.8325814637483102,2026-02-18,0.005389862261223909,Low
s_473938,2026-02-22 18:17:33,facebook,fb_camp_0003,desktop,A,Midwest,0,14.4,0.0,0,3,8.18,0,0,0,,0,2.7343675094195836,0.0,2.217027204632399,2026-02-22,0.000723109765931744,Low
s_700743,2026-03-04 21:16:55,facebook,fb_camp_0002,desktop,A,West,1,59.3,81.6,3,4,5.13,0,0,0,,0,4.09933210373314,1.3862943611198906,1.81319474994812,2026-03-04,0.055313223065218506,High
s_931295,2026-03-27 00:55:48,facebook,fb_camp_0002,desktop,B,South,0,24.6,58.2,2,4,4.73,0,0,0,,0,3.242592351485517,1.0986122886681096,1.7457155307266483,2026-03-27,0.020329153792059452,Medium
s_740785,2026-02-14 16:14:47,google,g_camp_0012,mobile,B,South,0,20.1,50.1,2,3,6.6,0,0,0,,0,3.0492730404820207,1.0986122886681096,2.028148247292285,2026-02-14,0.010092610195408176,Low
s_441639,2026-02-09 01:24:34,google,g_camp_0011,mobile,B,Midwest,1,45.2,,5,5,2.04,1,12,1,0.0,0,3.832979798087693,1.791759469228055,1.1118575154181303,2026-02-09,0.04416012839711588,Medium
s_256820,2026-03-27 23:04:07,google,g_camp_0012,mobile,B,Midwest,0,13.6,14.8,7,2,11.41,0,0,0,,0,2.681021528714291,2.0794415416798357,2.5185025992165158,2026-03-27,0.004446262152960331,Low
s_456600,2026-02-12 07:18:10,facebook,fb_camp_0002,mobile,A,South,0,10.7,31.6,4,0,8.93,1,1,0,,0,2.4595888418037104,1.6094379124341003,2.295560478057081,2026-02-12,0.0023534329382152728,Low
s_954829,2026-02-19 05:42:12,google,g_camp_0011,desktop,A,West,0,96.9,79.9,8,5,5.89,0,0,0,,0,4.583946549536464,2.1972245773362196,1.9300710850255671,2026-02-19,0.149649232707276,High
s_193458,2026-03-27 06:17:39,google,g_camp_0012,mobile,A,South,0,58.8,51.8,1,3,3.0,0,0,0,,0,4.091005660956586,0.6931471805599453,1.3862943611198906,2026-03-27,0.013536567276626301,Medium
s_776240,2026-03-20 14:54:12,google,g_camp_0013,desktop,A,Midwest,1,77.3,100.0,3,2,1.12,0,0,0,,0,4.360547602996757,1.3862943611198906,0.7514160886839212,2026-03-20,0.07311170095335112,High
s_004660,2026-03-14 20:19:11,google,g_camp_0011,mobile,B,Midwest,0,16.8,45.7,3,2,7.3,0,0,0,,0,2.8791984572980396,1.3862943611198906,2.1162555148025524,2026-03-14,0.006732604953789594,Low
s_478279,2026-03-08 07:41:28,google,g_camp_0013,desktop,A,South,0,43.7,26.6,3,1,6.21,0,0,0,,0,3.7999735016195233,1.3862943611198906,1.9754689512968577,2026-03-08,0.0045937907831219826,Low
s_948068,2026-03-09 15:51:14,facebook,fb_camp_0003,desktop,A,South,0,20.6,38.8,2,1,3.43,0,0,0,,0,3.0726933146901194,1.0986122886681096,1.4883995840570443,2026-03-09,0.004397324565614289,Low
s_827995,2026-03-10 16:06:40,google,g_camp_0012,mobile,A,South,0,17.8,46.0,3,1,4.44,0,0,0,,0,2.9338568698359033,1.3862943611198906,1.6937790608678513,2026-03-10,0.005806347440669417,Low
s_468439,2026-03-07 14:43:56,facebook,fb_camp_0002,mobile,B,Northeast,0,73.4,54.8,4,4,1.6,0,0,0,,0,4.309455941839047,1.6094379124341003,0.9555114450274365,2026-03-07,0.05085026472441161,Medium
s_260113,2026-03-16 19:34:39,facebook,fb_camp_0007,mobile,B,Northeast,0,9.1,3.0,51,1,0.66,0,0,0,,0,2.312535423847214,3.9512437185814275,0.5068176023684519,2026-03-16,0.02074988511114755,Medium
s_893529,2026-02-24 13:11:59,google,g_camp_0013,desktop,B,Northeast,0,110.0,87.8,10,8,2.16,1,7,1,0.0,0,4.709530201312334,2.3978952727983707,1.1505720275988207,2026-02-24,0.4955519436371335,High
s_274526,2026-02-13 20:56:30,facebook,fb_camp_0003,mobile,B,Midwest,0,37.1,0.0,2,0,6.68,0,0,0,,0,3.6402142821326553,1.0986122886681096,2.038619547159581,2026-02-13,0.0011325612515022208,Low
s_160485,2026-02-26 03:34:28,facebook,fb_camp_0002,mobile,B,Midwest,1,8.6,10.2,1,0,10.07,0,0,0,,0,2.2617630984737906,0.6931471805599453,2.4042387467205457,2026-02-26,0.0005395971873238546,Low
s_910834,2026-03-09 11:54:59,google,g_camp_0012,mobile,B,West,1,17.9,43.1,1,4,3.49,0,0,0,,0,2.9391619220655967,0.6931471805599453,1.501852701754163,2026-03-09,0.008518916210972892,Low
s_352733,2026-02-06 13:28:47,google,g_camp_0012,desktop,A,West,0,147.6,72.5,9,5,1.33,1,5,0,,0,5.001258132283659,2.302585092994046,0.8458682675776092,2026-02-06,0.21809326997090211,High
s_514375,2026-02-10 15:33:06,google,g_camp_0012,desktop,A,South,0,186.4,77.2,9,6,3.47,0,0,0,,0,5.2332453698043215,2.302585092994046,1.4973884086254774,2026-02-10,0.2788575230915153,High
s_590623,2026-02-20 10:22:56,facebook,fb_camp_0002,mobile,A,South,0,40.1,8.6,1,2,3.33,0,0,0,,0,3.716008121502189,0.6931471805599453,1.4655675420143985,2026-02-20,0.002554655637566414,Low
s_650932,2026-03-04 08:29:45,google,g_camp_0011,mobile,B,Midwest,0,148.2,82.7,10,3,1.09,0,0,0,,0,5.005287687769661,2.3978952727983707,0.7371640659767197,2026-03-04,0.17442981237129612,High
s_987926,2026-02-03 00:27:17,facebook,fb_camp_0002,mobile,B,South,1,15.4,39.9,4,4,3.64,1,4,0,,0,2.797281334830153,1.6094379124341003,1.534714366238164,2026-02-03,0.016181386201477927,Medium
s_836042,2026-03-01 16:50:59,google,g_camp_0012,mobile,B,Midwest,0,25.5,43.3,1,3,4.36,0,0,0,,0,3.2771447329921766,0.6931471805599453,1.6789639750827106,2026-03-01,0.007453485921275692,Low
s_194124,2026-02-14 13:51:22,google,g_camp_0012,mobile,B,West,1,28.1,43.9,4,4,3.3,1,4,0,,0,3.370738174177447,1.6094379124341003,1.4586150226995167,2026-02-14,0.023128089651282394,Medium
s_967119,2026-03-25 12:24:37,facebook,fb_camp_0003,mobile,B,Northeast,0,21.9,0.0,1,2,8.8,0,0,0,,0,3.131136910560194,0.6931471805599453,2.2823823856765264,2026-03-25,0.00108131815623669,Low
s_059769,2026-03-21 04:24:19,facebook,fb_camp_0002,desktop,A,West,0,9.5,36.3,1,3,6.9,0,0,0,,0,2.3513752571634776,0.6931471805599453,2.066862759472976,2026-03-21,0.0037391592292920074,Low
s_420667,2026-02-22 22:10:51,google,g_camp_0012,mobile,B,Northeast,0,39.9,20.8,1,3,7.5,0,0,0,,0,3.7111300630487563,0.6931471805599453,2.1400661634962708,2026-02-22,0.00390975532408141,Low
s_204099,2026-03-06 21:02:04,facebook,fb_camp_0003,desktop,B,West,0,79.8,64.5,4,3,3.24,0,0,0,,0,4.39197696552705,1.6094379124341003,1.4445632692438664,2026-03-06,0.040770625892287624,Medium
s_963253,2026-03-25 22:40:53,facebook,fb_camp_0002,mobile,B,Midwest,0,10.8,22.5,0,0,5.85,0,0,0,,0,2.468099531471619,0.0,1.9242486522741338,2026-03-25,0.0006532565352226183,Low
s_490213,2026-02-12 05:42:14,google,g_camp_0011,mobile,B,Midwest,0,89.7,53.2,3,7,4.37,1,1,0,,0,4.507557357121091,1.3862943611198906,1.6808279085207734,2026-02-12,0.08423660937650256,High
s_239001,2026-03-22 09:01:17,facebook,fb_camp_0001,mobile,B,Midwest,0,18.1,19.4,0,3,3.02,0,0,0,,0,2.9496883350525844,0.0,1.3912819026309298,2026-03-22,0.002155895191496281,Low
s_887052,2026-02-07 13:07:40,facebook,fb_camp_0002,mobile,A,Midwest,0,5.5,11.4,0,0,4.13,0,0,0,,0,1.8718021769015913,0.0,1.635105659182678,2026-02-07,0.00041106112543999053,Low
s_218253,2026-02-24 21:57:41,google,g_camp_0011,desktop,B,South,1,75.5,80.2,5,4,7.45,0,0,0,,0,4.33729074083249,1.791759469228055,2.1341664413690826,2026-02-24,0.07461271052746458,High
s_117681,2026-02-18 12:55:24,google,g_camp_0012,desktop,A,Midwest,0,50.0,90.2,9,8,3.52,1,9,1,0.0,0,3.9318256327243257,2.302585092994046,1.5085119938441398,2026-02-18,0.3834411168473306,High
s_636959,2026-03-04 21:33:00,facebook,fb_camp_0002,desktop,A,South,0,91.6,57.0,5,3,5.44,0,0,0,,0,4.528289141652134,1.791759469228055,1.8625285401162623,2026-03-04,0.034317306642986635,Medium
s_828346,2026-02-11 17:09:06,facebook,fb_camp_0001,mobile,B,South,1,51.2,35.6,3,4,6.17,1,5,0,,0,3.955082494888593,1.3862943611198906,1.969905654611529,2026-02-11,0.015757986702469445,Medium
s_193594,2026-02-14 19:44:04,facebook,fb_camp_0007,mobile,B,South,0,3.2,3.6,77,1,1.76,0,0,0,,0,1.4350845252893227,4.356708826689592,1.0152306797290587,2026-02-14,0.017033151477319597,Medium
s_343701,2026-03-17 04:19:11,facebook,fb_camp_0007,desktop,B,South,0,0.5,4.5,49,0,1.87,0,0,0,,0,0.4054651081081644,3.912023005428146,1.0543120297715298,2026-03-17,0.007400488090926098,Low
s_298221,2026-03-12 19:08:59,facebook,fb_camp_0001,mobile,B,Northeast,1,86.2,29.7,0,4,6.02,0,0,0,,0,4.468204330914934,0.0,1.9487632180377197,2026-03-12,0.004959908837907716,Low
s_481781,2026-02-25 11:19:23,facebook,fb_camp_0003,mobile,B,Midwest,0,5.6,18.4,1,0,11.31,0,0,0,,0,1.8870696490323797,0.6931471805599453,2.510411940196362,2026-02-25,0.0005467120094798414,Low
s_894688,2026-02-12 01:07:01,google,g_camp_0012,mobile,B,West,0,10.9,24.9,7,5,4.46,0,0,0,,0,2.4765384001174837,2.0794415416798357,1.6974487897568138,2026-02-12,0.01963959483721556,Medium
s_893854,2026-02-15 02:08:59,facebook,fb_camp_0001,mobile,A,Midwest,0,19.9,39.3,3,2,6.44,0,0,0,,0,3.039749158970765,1.3862943611198906,2.0068708488450007,2026-02-15,0.006246875739277755,Low
s_222971,2026-02-09 19:07:14,facebook,fb_camp_0001,desktop,B,West,1,52.6,44.0,7,4,3.17,0,0,0,,0,3.9815490680767565,2.0794415416798357,1.4279160358107101,2026-02-09,0.04309183051256287,Medium
s_790212,2026-02-27 17:55:58,facebook,fb_camp_0003,mobile,B,South,1,15.0,39.8,2,1,4.53,0,0,0,,0,2.772588722239781,1.0986122886681096,1.7101878155342436,2026-02-27,0.0036274311690169827,Low
s_334552,2026-03-07 12:00:11,facebook,fb_camp_0001,mobile,A,Midwest,0,43.0,42.7,2,1,2.13,0,0,0,,0,3.784189633918261,1.0986122886681096,1.1410330045520618,2026-03-07,0.00709785099281198,Low
s_428898,2026-03-01 14:25:28,facebook,fb_camp_0001,desktop,A,West,0,57.4,55.7,5,5,9.35,0,0,0,,0,4.067315889834181,1.791759469228055,2.336986519711378,2026-03-01,0.04470288103333132,Medium
s_579687,2026-02-02 21:44:08,google,g_camp_0011,mobile,B,South,0,13.5,47.7,2,5,3.32,0,0,0,,0,2.6741486494265287,1.0986122886681096,1.463255402256019,2026-02-02,0.01735444465322735,Medium
s_425138,2026-02-20 12:25:17,facebook,fb_camp_0003,mobile,B,South,0,33.4,50.2,5,3,8.39,0,0,0,,0,3.5380565643793527,1.791759469228055,2.2396452932201716,2026-02-20,0.018350994139833755,Medium
s_873524,2026-02-08 13:56:05,facebook,fb_camp_0001,mobile,B,Northeast,0,13.0,0.0,1,0,11.24,0,0,0,,0,2.639057329615259,0.6931471805599453,2.50470927708418,2026-02-08,0.0004972972643316933,Low
s_522538,2026-02-15 03:25:30,google,g_camp_0011,mobile,B,Midwest,0,42.3,70.8,1,3,3.29,0,0,0,,0,3.768152635008444,0.6931471805599453,1.4562867329399256,2026-02-15,0.017384417874222735,Medium
s_481800,2026-02-04 08:17:42,google,g_camp_0011,mobile,B,South,0,105.1,63.5,9,6,2.98,1,2,0,,0,4.664382045619938,2.302585092994046,1.3812818192963463,2026-02-04,0.18877742172191395,High
s_585161,2026-03-17 19:56:24,facebook,fb_camp_0007,mobile,B,Northeast,0,0.7,2.3,17,0,1.2,0,0,0,,0,0.5306282510621704,2.8903717578961645,0.7884573603642702,2026-03-17,0.0026106613627309436,Low
s_757313,2026-02-25 15:58:49,facebook,fb_camp_0003,desktop,B,Midwest,1,17.1,25.9,0,3,3.7,0,0,0,,0,2.89591193827178,0.0,1.547562508716013,2026-02-25,0.0024799381620151896,Low
s_152104,2026-02-05 22:15:53,facebook,fb_camp_0003,mobile,B,West,0,12.6,7.4,0,1,6.71,1,5,0,,0,2.6100697927420065,0.0,2.0425181875752383,2026-02-05,0.0005562634091965551,Low
s_079622,2026-03-22 07:14:23,facebook,fb_camp_0003,desktop,A,Midwest,0,36.2,56.0,0,2,5.69,0,0,0,,0,3.616308761279101,0.0,1.900613874140137,2026-03-22,0.004178019887262349,Low
s_180826,2026-02-02 02:28:32,facebook,fb_camp_0001,mobile,B,South,0,23.1,0.0,3,0,11.66,0,0,0,,0,3.1822118404966093,1.3862943611198906,2.5384474167160302,2026-02-02,0.0010882506044837805,Low
s_969784,2026-03-20 14:31:24,facebook,fb_camp_0002,mobile,A,South,0,40.1,38.7,1,1,10.22,0,0,0,,0,3.716008121502189,0.6931471805599453,2.4176979000945504,2026-03-20,0.0028679066173891805,Low
s_759584,2026-03-10 18:56:53,google,g_camp_0011,mobile,B,Northeast,0,27.2,46.9,6,3,11.26,0,0,0,,0,3.339321977944068,1.9459101490553132,2.506341930508065,2026-03-10,0.016254361955053254,Medium
s_329825,2026-03-04 03:41:45,google,g_camp_0013,desktop,B,South,0,60.4,34.1,9,4,3.35,0,0,0,,0,4.117409835153096,2.302585092994046,1.4701758451005928,2026-03-04,0.040870931639751765,Medium
s_703646,2026-02-24 06:28:28,google,g_camp_0011,desktop,A,Midwest,0,19.6,30.2,5,6,11.91,1,2,0,,0,3.0252910757955354,1.791759469228055,2.558002204858551,2026-02-24,0.01963601391041614,Medium
s_295092,2026-02-22 12:01:20,facebook,fb_camp_0001,desktop,A,Northeast,0,47.2,49.6,4,3,5.61,0,0,0,,0,3.8753590210565547,1.6094379124341003,1.888583653863595,2026-02-22,0.0200046670980095,Medium
s_804591,2026-02-24 15:49:58,facebook,fb_camp_0001,desktop,B,Northeast,1,8.6,22.5,1,1,4.43,0,0,0,,0,2.2617630984737906,0.6931471805599453,1.691939133945844,2026-02-24,0.0016210056043985661,Low
s_431477,2026-02-28 07:10:26,facebook,fb_camp_0003,mobile,B,Northeast,0,17.5,8.7,3,3,7.82,0,0,0,,0,2.917770732084279,1.3862943611198906,2.1770218700187,2026-02-28,0.0036395298840795117,Low
s_969983,2026-03-12 23:34:17,facebook,fb_camp_0002,mobile,B,Northeast,1,40.2,49.1,3,2,1.64,0,0,0,,0,3.7184382563554808,1.3862943611198906,0.9707789171582247,2026-03-12,0.015789175684141926,Medium
s_514049,2026-03-03 07:51:40,facebook,fb_camp_0002,desktop,A,West,0,106.3,68.0,10,6,1.4,1,2,0,,0,4.675628649636653,2.3978952727983707,0.8754687373538999,2026-03-03,0.255251267348776,High
s_901976,2026-02-18 10:31:10,google,g_camp_0011,desktop,B,Midwest,0,20.6,37.1,7,3,4.35,0,0,0,,0,3.0726933146901194,2.0794415416798357,1.6770965609079151,2026-02-18,0.017396844569326293,Medium
s_007757,2026-03-05 04:40:52,google,g_camp_0011,mobile,B,Midwest,0,0.0,30.0,2,2,5.1,0,0,0,,0,0.0,1.0986122886681096,1.8082887711792655,2026-03-05,0.0012658857698227876,Low
s_537148,2026-03-14 17:27:22,google,g_camp_0011,desktop,B,Midwest,0,20.9,39.6,2,3,1.44,0,0,0,,0,3.086486636822455,1.0986122886681096,0.8919980393051105,2026-03-14,0.01053341944556104,Low
s_508750,2026-02-07 00:22:46,facebook,fb_camp_0001,mobile,B,Midwest,0,26.0,4.1,1,0,7.89,0,0,0,,0,3.295836866004329,0.6931471805599453,2.1849270495258133,2026-02-07,0.0007636429771548933,Low
s_573651,2026-03-14 16:44:33,facebook,fb_camp_0002,desktop,A,South,0,31.3,75.8,6,2,7.0,0,0,0,,0,3.475067230228611,1.9459101490553132,2.0794415416798357,2026-03-14,0.03032688130533336,Medium
s_853852,2026-03-04 10:47:41,facebook,fb_camp_0003,desktop,A,Midwest,0,43.5,42.1,3,3,4.14,0,0,0,,0,3.7954891891721947,1.3862943611198906,1.6370530794670737,2026-03-04,0.014567410189975778,Medium
s_449930,2026-02-06 23:55:43,google,g_camp_0011,desktop,B,Northeast,0,24.9,27.1,2,3,5.53,0,0,0,,0,3.254242968705492,1.0986122886681096,1.8764069432883397,2026-02-06,0.006163763811305637,Low
s_346441,2026-02-20 23:47:35,facebook,fb_camp_0002,mobile,B,Midwest,0,10.5,17.5,1,0,5.26,0,0,0,,0,2.4423470353692043,0.6931471805599453,1.8341801851120072,2026-02-20,0.0008788982906304703,Low
s_254882,2026-02-20 19:35:59,google,g_camp_0012,mobile,A,West,0,26.3,51.8,10,3,2.19,1,5,0,,0,3.306886702190914,2.3978952727983707,1.1600209167967532,2026-02-20,0.04488032147279912,Medium
s_267791,2026-03-21 00:18:55,facebook,fb_camp_0001,desktop,B,Northeast,0,52.2,34.9,3,5,1.85,1,4,0,,0,3.9740583963475986,1.3862943611198906,1.0473189942805592,2026-03-21,0.030938642418372048,Medium
s_929336,2026-02-08 14:08:46,facebook,fb_camp_0001,desktop,A,Northeast,0,178.0,31.6,5,1,6.66,0,0,0,,0,5.187385805840755,1.791759469228055,2.0360119837525,2026-02-08,0.01117340565756532,Low
s_953547,2026-02-22 21:34:08,google,g_camp_0013,mobile,A,Northeast,0,145.0,,10,8,1.32,1,10,1,0.0,0,4.983606621708336,2.3978952727983707,0.8415671856782186,2026-02-22,0.24401206869380934,High
s_739760,2026-03-21 02:16:09,facebook,fb_camp_0003,desktop,A,West,0,14.3,6.9,0,2,8.71,0,0,0,,0,2.72785282839839,0.0,2.2731562823032334,2026-03-21,0.0007237827607247868,Low
s_095807,2026-02-17 00:31:22,facebook,fb_camp_0002,desktop,A,South,0,46.2,63.9,9,3,5.18,0,0,0,,0,3.85439389259151,2.302585092994046,1.8213182714695995,2026-02-17,0.050477737230249536,Medium
s_902362,2026-02-17 08:21:41,google,g_camp_0011,mobile,A,Midwest,0,59.7,65.1,5,5,3.71,1,4,0,,0,4.1059436980654525,1.791759469228055,1.5496879080283263,2026-02-17,0.07686387708663946,High
s_556843,2026-02-14 18:38:27,facebook,fb_camp_0002,mobile,B,Midwest,0,47.4,51.3,1,2,8.72,0,0,0,,0,3.8794998137225862,0.6931471805599453,2.2741856184723477,2026-02-14,0.005616061209883441,Low
s_047273,2026-03-03 08:52:49,facebook,fb_camp_0007,mobile,A,Midwest,1,8.8,0.3,59,0,1.16,0,0,0,,0,2.2823823856765264,4.0943445622221,0.7701082216960736,2026-03-03,0.014678915619746442,Medium
s_529908,2026-03-07 20:13:16,facebook,fb_camp_0003,mobile,B,South,0,10.9,29.1,3,1,6.24,0,0,0,,0,2.4765384001174837,1.3862943611198906,1.979621206397625,2026-03-07,0.002873451755992839,Low
s_283823,2026-02-11 23:48:05,facebook,fb_camp_0002,mobile,B,South,1,22.4,0.0,1,4,15.96,0,0,0,,0,3.152736022363656,0.6931471805599453,2.830857630363757,2026-02-11,0.0018420409962142332,Low
s_424413,2026-03-19 10:37:37,facebook,fb_camp_0003,desktop,B,Midwest,0,26.2,85.5,9,7,3.24,0,0,0,,0,3.3032169733019514,2.302585092994046,1.4445632692438664,2026-03-19,0.2567972972578657,High
s_352331,2026-03-01 06:56:18,google,g_camp_0013,desktop,A,Northeast,0,50.5,74.6,6,5,4.89,0,0,0,,0,3.9415818076696905,1.9459101490553132,1.7732559976634952,2026-03-01,0.09894159822157085,High
s_443422,2026-03-03 08:50:10,facebook,fb_camp_0003,desktop,B,South,0,47.5,61.6,3,3,2.94,0,0,0,,0,3.8815637979434374,1.3862943611198906,1.3711807233098425,2026-03-03,0.026579412221209908,Medium
s_713341,2026-02-27 02:44:43,facebook,fb_camp_0003,mobile,A,South,0,18.7,44.7,4,4,7.59,0,0,0,,0,2.9806186357439426,1.6094379124341003,2.150598735996164,2026-02-27,0.015856086497318022,Medium
s_746713,2026-02-17 17:17:52,facebook,fb_camp_0003,mobile,A,Midwest,1,9.2,18.2,0,2,9.45,0,0,0,,0,2.322387720290225,0.0,2.34660197841082,2026-02-17,0.000788480868352385,Low
s_715638,2026-02-28 13:43:18,google,g_camp_0012,desktop,B,South,0,14.4,79.8,10,7,2.0,0,0,0,,0,2.7343675094195836,2.3978952727983707,1.0986122886681096,2026-02-28,0.2099489087947516,High
s_990958,2026-03-09 12:40:53,google,g_camp_0013,desktop,A,West,0,59.4,100.0,10,6,1.51,0,0,0,,0,4.100989104940769,2.3978952727983707,0.9202827531436926,2026-03-09,0.3659791364671197,High
s_456733,2026-02-26 11:33:30,google,g_camp_0013,mobile,A,West,0,62.1,67.7,4,5,5.72,0,0,0,,0,4.144720769547168,1.6094379124341003,1.9050881545350582,2026-02-26,0.06561067812237352,High
s_012222,2026-03-21 23:38:25,facebook,fb_camp_0003,mobile,B,West,0,0.0,15.7,2,0,3.44,0,0,0,,0,0.0,1.0986122886681096,1.4906543764441333,2026-03-21,0.0005084621510097001,Low
s_253066,2026-02-06 17:44:33,google,g_camp_0011,mobile,B,South,0,94.4,61.3,5,5,1.48,0,0,0,,0,4.558078578454241,1.791759469228055,0.9082585601768908,2026-02-06,0.10302733719893528,High
s_624336,2026-02-13 19:35:35,facebook,fb_camp_0007,mobile,B,South,0,2.7,1.9,54,1,0.69,0,0,0,,0,1.308332819650179,4.007333185232471,0.5247285289349821,2026-02-13,0.01373632856279624,Medium
s_264463,2026-03-01 23:59:49,google,g_camp_0013,mobile,B,Midwest,1,40.5,55.0,10,6,1.04,0,0,0,,0,3.725693427236653,2.3978952727983707,0.712949807856125,2026-03-01,0.15917307104671763,High
s_465998,2026-03-11 16:36:38,google,g_camp_0013,mobile,B,West,1,24.6,55.3,4,3,4.53,0,0,0,,0,3.242592351485517,1.6094379124341003,1.7101878155342436,2026-03-11,0.019023238459172392,Medium
s_127581,2026-02-11 23:48:17,google,g_camp_0013,desktop,A,West,0,94.8,57.8,10,2,1.55,0,0,0,,0,4.562262684976815,2.3978952727983707,0.9360933591703348,2026-02-11,0.05941856530523122,High
s_722960,2026-03-02 16:46:09,facebook,fb_camp_0002,desktop,A,Northeast,0,13.5,18.2,0,2,4.84,0,0,0,,0,2.6741486494265287,0.0,1.7647307968401358,2026-03-02,0.0012534785689428008,Low
